ID_Pesanan,Tanggal_Pemesanan,ID_Produk,Nama_Produk,Kategori,Bahan_Material,Warna_Finishing,Merek_Siri,Berat_Gram,Dimensi_Cm,Stok,Harga_Rupiah,Quantity
ORD-50747,2023-09-21,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,227.0,14.3,183,32000,10
ORD-50747,2023-09-21,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,109.1,7.0,176,25000,2
ORD-50748,2023-09-22,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,88.8,9.5,195,48000,2
ORD-50749,2023-09-22,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,227.5,10.7,59,97000,8
ORD-50752,2023-09-25,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,159.5,14.9,177,36000,9
ORD-50754,2023-09-27,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,127.1,9.3,130,19000,8
ORD-50755,2023-09-27,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,148.3,14.2,175,36000,8
ORD-50756,2023-10-06,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Heritage Series,55.6,7.2,120,48000,4
ORD-50758,2023-10-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,137.7,7.5,158,210000,4
ORD-50759,2023-10-07,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,128.4,12.5,99,57000,6
ORD-50759,2023-10-07,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,363.3,8.5,81,97000,10
ORD-50760,2023-10-07,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,489.5,10.2,31,97000,3
ORD-50761,2023-10-08,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Modern Hardware,141.8,14.2,188,47000,2
ORD-50761,2023-10-08,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,85.2,9.1,133,57000,9
ORD-50762,2023-10-09,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Hitam Matte,Atmobrass Jaya,226.5,10.6,31,34000,7
ORD-50762,2023-10-09,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,99.7,10.0,104,47000,6
ORD-50764,2023-10-11,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,110.8,9.0,65,25000,10
ORD-50764,2023-10-11,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,254.7,13.5,61,210000,3
ORD-50766,2023-10-14,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,86.2,10.4,108,210000,7
ORD-50767,2023-10-15,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,47.8,8.4,145,19000,7
ORD-50768,2023-10-15,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,149.4,6.4,72,25000,5
ORD-50771,2023-10-18,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Heritage Series,163.9,7.1,80,210000,2
ORD-50771,2023-10-18,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,272.1,12.6,40,57000,6
ORD-50773,2023-10-19,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,42.2,4.9,13,25000,8
ORD-50773,2023-10-19,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,150.3,9.0,174,90000,5
ORD-50774,2023-10-21,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,178.9,7.3,159,36000,3
ORD-50775,2023-10-22,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,149.8,12.9,18,210000,6
ORD-50777,2023-10-26,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,31.0,9.1,141,48000,1
ORD-50779,2023-10-29,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Hitam Matte,Atmobrass Jaya,251.7,13.6,66,47000,5
ORD-50780,2023-10-30,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,138.0,11.6,108,32000,4
ORD-50782,2023-11-02,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,133.7,10.7,85,57000,4
ORD-50784,2023-11-04,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,161.0,9.3,105,32000,2
ORD-50785,2023-11-04,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Modern Hardware,23.0,8.7,50,28000,2
ORD-50786,2023-11-06,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Maison Le Forge,105.4,13.9,65,36000,7
ORD-50789,2023-11-10,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,277.5,7.8,192,47000,10
ORD-50789,2023-11-10,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,54.2,8.6,60,25000,3
ORD-50790,2023-11-11,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,93.7,8.9,177,48000,8
ORD-50790,2023-11-11,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,434.2,11.4,116,97000,2
ORD-50792,2023-11-14,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Hitam Matte,Maison Le Forge,306.8,8.6,56,97000,1
ORD-50793,2023-11-14,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,84.7,12.2,28,57000,10
ORD-50794,2023-11-16,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,282.4,14.7,90,47000,4
ORD-50795,2023-11-17,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,108.8,8.2,130,48000,7
ORD-50795,2023-11-17,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Atmobrass Jaya,367.2,8.6,182,34000,2
ORD-50796,2023-11-17,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,431.2,12.8,182,97000,5
ORD-50797,2023-11-17,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,95.0,4.2,119,28000,6
ORD-50797,2023-11-17,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Modern Hardware,239.3,11.2,78,97000,6
ORD-50798,2023-11-19,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,82.1,7.7,168,25000,8
ORD-50799,2023-11-22,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,124.7,7.2,182,36000,9
ORD-50799,2023-11-22,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,25.7,9.8,44,25000,7
ORD-50801,2023-11-30,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,230.8,11.2,129,97000,7
ORD-50802,2023-11-30,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,474.0,12.4,195,34000,6
ORD-50803,2023-12-03,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,207.5,13.7,141,34000,9
ORD-50803,2023-12-03,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,166.8,11.9,87,90000,1
ORD-50803,2023-12-03,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,78.2,6.2,162,19000,9
ORD-50804,2023-12-03,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,499.0,10.4,48,34000,2
ORD-50805,2023-12-03,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,205.9,14.7,40,210000,5
ORD-50806,2023-12-07,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,216.4,10.1,79,97000,1
ORD-50806,2023-12-07,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Hitam Matte,Atmobrass Jaya,253.0,10.5,39,47000,8
ORD-50806,2023-12-07,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,92.4,7.9,123,19000,5
ORD-50807,2023-12-09,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Atmobrass Jaya,250.1,11.6,39,32000,4
ORD-50808,2023-12-12,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,363.2,13.3,46,34000,7
ORD-50808,2023-12-12,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Maison Le Forge,311.2,8.2,125,97000,10
ORD-50809,2023-12-12,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,139.7,5.5,155,28000,9
ORD-50809,2023-12-12,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,201.0,11.0,90,36000,10
ORD-50810,2023-12-13,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,72.3,8.9,90,48000,5
ORD-50811,2023-12-14,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,49.3,4.0,141,25000,9
ORD-50814,2023-12-16,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,144.2,13.5,24,210000,5
ORD-50815,2023-12-17,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,23.9,5.1,114,48000,1
ORD-50815,2023-12-17,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Modern Hardware,244.9,9.4,135,47000,5
ORD-50817,2023-12-18,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,234.8,12.3,120,90000,8
ORD-50817,2023-12-18,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,270.0,13.9,17,36000,8
ORD-50819,2023-12-19,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,134.7,12.7,139,36000,9
ORD-50820,2023-12-19,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Hitam Matte,Atmobrass Jaya,314.9,13.4,54,34000,4
ORD-50821,2023-12-21,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,137.4,9.7,163,48000,1
ORD-50821,2023-12-21,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,458.6,10.5,104,97000,7
ORD-50822,2023-12-23,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,29.0,9.9,136,25000,5
ORD-50823,2023-12-24,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,81.4,9.2,131,28000,1
ORD-50823,2023-12-24,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,138.0,9.5,170,210000,5
ORD-50825,2023-12-26,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,140.3,5.0,186,48000,10
ORD-50825,2023-12-26,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Atmobrass Jaya,332.0,9.9,70,34000,3
ORD-50827,2023-12-29,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Maison Le Forge,288.8,10.4,199,36000,5
ORD-50828,2023-12-29,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,397.6,9.9,50,97000,8
ORD-50829,2023-12-30,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Atmobrass Jaya,84.0,11.6,187,32000,9
ORD-50830,2024-01-04,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,163.1,11.2,76,57000,9
ORD-50831,2024-01-04,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,315.5,9.3,170,97000,2
ORD-50831,2024-01-04,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,51.4,8.8,177,48000,7
ORD-50832,2024-01-05,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,87.0,11.7,134,90000,7
ORD-50833,2024-01-06,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,213.3,14.7,75,90000,4
ORD-50836,2024-01-08,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,97.3,9.8,138,19000,7
ORD-50837,2024-01-09,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Maison Le Forge,173.7,7.3,128,57000,1
ORD-50837,2024-01-09,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,48.2,8.8,78,48000,5
ORD-50837,2024-01-09,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,99.4,10.5,59,57000,8
ORD-50838,2024-01-09,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,193.8,10.5,115,32000,8
ORD-50839,2024-01-11,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Atmobrass Jaya,110.8,13.9,83,32000,6
ORD-50840,2024-01-20,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,141.3,14.3,139,47000,2
ORD-50841,2024-01-21,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,167.9,9.2,10,47000,7
ORD-50844,2024-01-30,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,244.0,14.5,138,36000,2
ORD-50845,2024-02-02,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,259.4,7.1,74,57000,8
ORD-50845,2024-02-02,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,239.3,12.8,15,36000,1
ORD-50846,2024-02-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Atmobrass Jaya,318.0,10.8,117,34000,8
ORD-50847,2024-02-03,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,181.5,10.4,17,47000,9
ORD-50849,2024-02-06,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Heritage Series,123.9,14.5,83,90000,1
ORD-50851,2024-02-09,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Maison Le Forge,83.4,13.0,176,32000,9
ORD-50852,2024-02-10,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,259.0,7.7,161,90000,10
ORD-50853,2024-02-12,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,53.6,9.6,54,19000,2
ORD-50854,2024-02-12,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Maison Le Forge,175.3,10.7,76,210000,9
ORD-50856,2024-02-15,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,63.7,5.9,69,19000,9
ORD-50857,2024-02-15,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,27.9,7.4,121,19000,9
ORD-50860,2024-02-17,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,207.1,7.7,174,47000,2
ORD-50861,2024-02-22,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,166.8,9.6,87,32000,7
ORD-50862,2024-02-25,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,90.8,11.2,155,210000,3
ORD-50863,2024-02-26,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,99.8,8.5,162,25000,7
ORD-50863,2024-02-26,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,205.6,8.6,105,57000,8
ORD-50863,2024-02-26,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,162.8,8.9,62,210000,9
ORD-50864,2024-02-26,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,456.6,8.2,33,97000,1
ORD-50865,2024-03-01,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,128.2,14.8,62,57000,7
ORD-50866,2024-03-01,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,82.1,11.2,79,210000,3
ORD-50867,2024-03-06,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,105.2,12.1,138,57000,9
ORD-50868,2024-03-07,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,123.3,10.0,150,90000,1
ORD-50868,2024-03-07,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,173.9,11.9,158,36000,1
ORD-50869,2024-03-07,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,50.3,8.3,150,19000,3
ORD-50870,2024-03-08,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Heritage Series,159.9,10.8,14,47000,10
ORD-50871,2024-03-11,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,92.8,11.6,43,47000,10
ORD-50872,2024-03-16,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,68.2,9.4,65,28000,9
ORD-50873,2024-03-17,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Maison Le Forge,88.0,11.3,84,57000,3
ORD-50875,2024-03-18,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,102.5,5.0,152,19000,6
ORD-50875,2024-03-18,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,111.2,13.9,144,32000,8
ORD-50877,2024-03-22,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,240.6,14.9,177,47000,2
ORD-50877,2024-03-22,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,112.1,9.9,69,36000,9
ORD-50878,2024-03-24,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,82.6,9.9,166,32000,5
ORD-50878,2024-03-24,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,295.2,10.7,135,47000,4
ORD-50880,2024-03-24,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Modern Hardware,106.2,5.2,165,28000,7
ORD-50880,2024-03-24,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,226.7,9.5,97,36000,5
ORD-50880,2024-03-24,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Heritage Series,133.9,5.5,68,25000,5
ORD-50883,2024-03-26,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,253.9,13.7,125,210000,6
ORD-50883,2024-03-26,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,267.6,9.9,114,97000,4
ORD-50884,2024-03-28,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,99.9,11.4,79,57000,3
ORD-50885,2024-03-29,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,290.8,11.3,31,57000,2
ORD-50886,2024-03-31,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,239.0,9.2,166,90000,5
ORD-50887,2024-04-02,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,220.3,11.2,31,57000,4
ORD-50888,2024-04-02,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,79.9,6.6,193,25000,8
ORD-50888,2024-04-02,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,81.2,8.6,11,47000,2
ORD-50889,2024-04-02,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Heritage Series,309.4,8.1,67,97000,2
ORD-50890,2024-04-03,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,55.8,9.2,144,19000,4
ORD-50891,2024-04-05,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,137.0,7.4,49,48000,10
ORD-50892,2024-04-06,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,217.0,9.4,195,57000,7
ORD-50892,2024-04-06,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Atmobrass Jaya,51.4,9.0,103,19000,7
ORD-50896,2024-04-09,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Berkilat (Chrome),Modern Hardware,74.7,4.3,28,19000,4
ORD-50896,2024-04-09,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,76.2,9.8,27,28000,4
ORD-50897,2024-04-10,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Modern Hardware,215.1,9.2,183,47000,4
ORD-50899,2024-04-14,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,56.1,7.6,25,28000,6
ORD-50899,2024-04-14,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,85.2,12.8,86,32000,7
ORD-50902,2024-04-17,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,170.7,7.7,134,90000,5
ORD-50903,2024-04-18,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,187.5,11.8,135,90000,9
ORD-50903,2024-04-18,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,113.8,4.7,168,28000,10
ORD-50903,2024-04-18,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,135.2,12.9,115,47000,9
ORD-50904,2024-04-18,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,99.0,7.7,63,36000,10
ORD-50904,2024-04-18,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,240.6,14.5,90,57000,8
ORD-50905,2024-04-20,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,102.9,5.0,75,28000,10
ORD-50905,2024-04-20,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,311.0,12.6,16,97000,9
ORD-50906,2024-04-25,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,246.0,7.2,160,210000,10
ORD-50906,2024-04-25,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Maison Le Forge,215.5,11.1,168,97000,1
ORD-50907,2024-04-27,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,332.4,8.6,30,97000,5
ORD-50907,2024-04-27,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,276.3,10.1,176,34000,4
ORD-50908,2024-04-28,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Maison Le Forge,67.9,5.0,109,25000,8
ORD-50908,2024-04-28,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,165.9,9.3,110,210000,3
ORD-50908,2024-04-28,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Heritage Series,294.2,8.4,36,57000,2
ORD-50911,2024-05-03,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,153.2,7.8,103,47000,3
ORD-50911,2024-05-03,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,224.5,8.1,136,47000,2
ORD-50914,2024-05-09,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,184.4,13.2,33,32000,2
